State,ProjectType,ReportingPeriod,FundingAmount
38,22,2015,54244.0
38,22,2015,26565.77
38,1,2015,126909.0
38,23,2015,38172.0
38,4,2015,41968.0
38,4,2015,82261.91
38,27,2015,90939.0
38,4,2015,50751.0
38,4,2015,89818.57
38,4,2015,50751.0
38,6,2015,72374.0
38,6,2015,284705.0
38,4,2015,55976.0
38,4,2015,57541.0
38,4,2015,103838.0
38,4,2015,88138.0
38,6,2015,95006.0
38,4,2015,11227.94
38,4,2015,450000.0
38,4,2015,44566.35
38,4,2015,37996.84
38,4,2015,92216.0
38,10,2015,49433.0
38,4,2015,50244.0
38,4,2015,276274.0
38,4,2015,51541.0
38,4,2015,18951.62
38,4,2015,31891.13
38,6,2015,53673.0
38,4,2015,20158.08
38,4,2015,39307.0
38,4,2015,24430.0
38,6,2015,90262.0
38,4,2015,40062.0
38,4,2015,24015.0
38,4,2015,53295.22
38,0,2015,136047.4
38,4,2015,33528.0
38,4,2015,90834.0
38,4,2015,59104.0
38,4,2015,65695.16
38,6,2015,181014.0
38,4,2015,73113.0
38,4,2015,80585.0
38,4,2015,32648.1
38,18,2015,105987.0
38,4,2015,39347.0
38,4,2015,56859.0
38,4,2015,42959.48
38,5,2015,10000.0
38,6,2015,5000.0
38,6,2015,29493.0
38,23,2015,182036.0
38,6,2015,13590.76
38,4,2015,21322.3
38,0,2015,65180.0
38,4,2015,43960.0
38,4,2015,3988457.0
38,4,2015,53016.0
38,4,2015,19106.0
38,4,2015,56544.0
38,4,2015,54321.54
38,4,2015,113765.0
38,4,2015,37704.71
38,4,2015,27978.58
38,4,2015,90334.0
38,9,2015,56500.0
38,18,2015,64315.34
38,4,2015,42721.74
38,4,2015,79524.0
38,4,2015,44445.0
38,4,2015,81544.0
38,4,2015,182726.0
38,4,2015,71487.68
38,4,2015,68092.0
38,22,2015,2500.0
38,4,2015,69656.28
38,4,2015,43236.8
38,4,2015,22511.71
38,4,2015,89101.51
38,4,2015,34503.51
38,10,2015,3000.0
38,4,2015,87488.89
38,4,2015,34463.99
38,4,2015,95317.0
38,4,2015,16372.03
39,18,2015,5148078.0
41,22,2015,5229869.5
41,0,2015,225093.25
41,4,2015,38782.21
41,6,2015,39900.0
41,22,2015,20000.0
41,22,2015,5251792.73
41,27,2015,138981.31
43,10,2015,2399.97
43,6,2015,1185.0
43,10,2015,4327.6
43,10,2015,100000.0
43,6,2015,2500.0
43,10,2015,200000.0
43,10,2015,60000.0
43,6,2015,2500.0
43,4,2015,2163780.74
43,5,2015,500000.0
43,6,2015,173500.0
43,10,2015,18469.85
43,20,2015,3615.67
43,6,2015,2144.6
43,10,2015,2497.83
43,6,2015,2495.0
43,6,2015,1424.43
43,10,2015,3000.0
43,6,2015,2499.93
43,10,2015,2499.0
43,10,2015,5461.07
43,6,2015,2479.42
43,10,2015,2457.84
43,10,2015,1818.0
43,6,2015,2500.0
43,10,2015,10000.0
43,6,2015,2061.45
43,10,2015,3000.0
43,6,2015,2442.06
43,10,2015,2500.0
43,4,2015,2500.0
43,10,2015,18000.0
43,10,2015,2451.52
43,6,2015,2500.0
43,10,2015,2490.02
44,0,2015,5769036.0
45,23,2015,3180080.0
46,22,2015,6886039.0
47,9,2015,34720.89
47,9,2015,68576.28
47,9,2015,33844.59
47,9,2015,30524.12
47,9,2015,195944.73
47,9,2015,43989.93
47,9,2015,35617.75
47,9,2015,35819.16
47,9,2015,36900.8
47,9,2015,55696.32
47,9,2015,31984.41
47,9,2015,38491.83
47,9,2015,25775.82
47,9,2015,136469.08
47,10,2015,27969.64
47,9,2015,44654.95
47,9,2015,39790.5
47,9,2015,69123.55
47,9,2015,53418.04
47,9,2015,20880.87
47,9,2015,68416.32
47,9,2015,30342.61
47,9,2015,33895.18
47,9,2015,35803.5
47,9,2015,32510.63
47,9,2015,35764.47
47,9,2015,46211.01
47,9,2015,39076.44
47,9,2015,16164.64
47,9,2015,34649.44
47,9,2015,42249.49
47,9,2015,23402.91
47,9,2015,40491.76
47,9,2015,36115.26
47,9,2015,32556.08
47,9,2015,38951.4
47,9,2015,37745.74
47,9,2015,29177.85
47,9,2015,34672.4
47,9,2015,27380.58
47,9,2015,34960.42
47,9,2015,28346.28
47,9,2015,25924.96
47,9,2015,43968.75
47,9,2015,52175.53
47,10,2015,36036.2
47,10,2015,37218.15
47,9,2015,32157.46
47,9,2015,14211.97
47,9,2015,37047.11
47,9,2015,31344.97
47,9,2015,37323.56
47,9,2015,38210.59
47,9,2015,263403.07
47,9,2015,18614.35
47,9,2015,41412.03
47,9,2015,30947.9
47,9,2015,31219.7
47,9,2015,55323.02
47,9,2015,44532.41
47,9,2015,32212.99
47,9,2015,41144.03
47,9,2015,35533.96
47,9,2015,109042.53
47,9,2015,50979.83
47,9,2015,253400.26
47,9,2015,38837.12
47,9,2015,34286.53
47,9,2015,33651.52
47,9,2015,63835.69
47,9,2015,51842.1
47,9,2015,47137.58
47,9,2015,40657.43
47,9,2015,29317.36
47,9,2015,21929.66
47,9,2015,49531.14
47,10,2015,34285.27
47,9,2015,12546.71
47,9,2015,177542.54
47,9,2015,46825.0
47,9,2015,35803.5
47,9,2015,163298.46
47,9,2015,52362.93
47,9,2015,58857.61
47,9,2015,43661.43
47,9,2015,30897.42
47,9,2015,27911.85
47,10,2015,44771.77
47,9,2015,36135.87
47,9,2015,27227.81
47,9,2015,24179.31
47,9,2015,42316.5
47,9,2015,30526.18
47,9,2015,36606.28
47,9,2015,51345.91
47,9,2015,52404.85
47,9,2015,17113.57
47,9,2015,73229.11
47,9,2015,34098.61
47,9,2015,32898.71
47,9,2015,6773.11
47,9,2015,134873.85
47,9,2015,18712.12
47,0,2015,299.99
47,9,2015,14651864.69
47,10,2015,47393.2
47,9,2015,32324.65
47,9,2015,37557.88
47,9,2015,31076.39
47,9,2015,36624.33
47,9,2015,41003.51
47,9,2015,37868.35
47,9,2015,78238.05
47,9,2015,6243.35
47,9,2015,33267.31
47,9,2015,46200.71
47,10,2015,45272.68
47,9,2015,34315.0
47,9,2015,13079.5
49,4,2015,39972.0
49,4,2015,16895.0
49,4,2015,71000.0
49,4,2015,48861.54
49,4,2015,39616.24
49,4,2015,34140.03
49,4,2015,39999.65
49,4,2015,62500.0
49,4,2015,67100.0
49,4,2015,54900.0
49,4,2015,37000.0
49,4,2015,54500.0
49,4,2015,34000.0
49,6,2015,2376752.69
49,4,2015,35000.0
49,4,2015,15406.85
49,4,2015,5000.0
50,6,2015,7500.0
50,6,2015,25452.0
50,22,2015,44004.6
50,6,2015,7500.0
50,6,2015,62611.87
50,6,2015,14882.0
50,6,2015,7500.0
50,26,2015,25000.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,15500.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,13805.0
50,6,2015,12120.0
50,6,2015,7176.0
50,6,2015,14034.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,70137.41
50,6,2015,76409.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,10751.0
50,6,2015,27013.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,10285.0
50,6,2015,13316.0
50,18,2015,49000.0
50,4,2015,109897.0
50,4,2015,7500.0
50,6,2015,12180.0
50,22,2015,17723.86
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,16595.0
50,6,2015,36498.0
50,6,2015,10680.0
50,6,2015,7500.0
50,6,2015,13644.0
50,6,2015,16904.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,100309.96
50,6,2015,22997.42
50,6,2015,7500.0
50,6,2015,67496.07
50,6,2015,26164.0
50,10,2015,29999.99
50,6,2015,7500.0
50,6,2015,42959.0
50,10,2015,14483.34
50,6,2015,16498.1
50,6,2015,7294.02
50,6,2015,12820.0
50,30,2015,7500.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,17607.0
50,6,2015,7500.0
50,6,2015,23423.0
50,23,2015,2942.78
50,4,2015,7500.0
50,6,2015,7483.14
50,10,2015,6878.48
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,14723.9
50,6,2015,27932.0
50,6,2015,93035.0
50,6,2015,113617.0
50,6,2015,7500.0
50,6,2015,7500.0
50,6,2015,6952.0
50,6,2015,7500.0
50,22,2015,10407.25
50,6,2015,22803.0
50,6,2015,7500.0
50,6,2015,28626.68
50,18,2015,7500.0
50,6,2015,9436.0
50,6,2015,25231.0
50,4,2015,57132.42
50,6,2015,16904.0
50,23,2015,7500.0
50,6,2015,79866.19
50,6,2015,53387.0
50,10,2015,24000.0
50,6,2015,21282.0
50,26,2015,20000.0
50,6,2015,7494.66
50,6,2015,19022.0
50,6,2015,7500.0
50,6,2015,23509.0
50,6,2015,7500.0
50,18,2015,27816.0
50,6,2015,40578.0
50,18,2015,48271.62
50,10,2015,39650.16
50,6,2015,7500.0
50,6,2015,123004.66
50,4,2015,5527954.5
50,4,2015,7434.93
50,6,2015,9015.0
50,6,2015,7500.0
50,6,2015,8905.0
50,6,2015,7500.0
50,18,2015,24999.99
50,6,2015,13017.0
50,10,2015,50335.0
52,6,2015,15534.0
52,4,2015,12000.0
52,4,2015,49366.0
52,6,2015,85679.0
52,4,2015,47803.0
52,4,2015,106844.0
52,4,2015,20728.0
52,4,2015,6189.0
52,4,2015,42817.0
52,4,2015,39775.0
52,4,2015,194143.0
52,4,2015,13904.0
52,4,2015,52395.0
52,4,2015,18790.0
52,4,2015,17094.0
52,4,2015,60901.0
52,4,2015,47208.0
52,4,2015,187678.0
52,6,2015,50816.0
52,6,2015,38736.0
52,6,2015,36197.0
52,6,2015,17275.0
52,5,2015,21778.0
52,6,2015,81876.0
52,6,2015,285676.0
52,6,2015,45097.0
52,6,2015,152442.0
52,6,2015,15875.0
52,4,2015,13845.0
52,6,2015,52820.0
52,6,2015,47204.0
52,6,2015,18290.0
52,6,2015,13882.0
52,6,2015,13092.0
52,6,2015,50269.0
52,6,2015,5950.0
52,6,2015,43808.0
52,6,2015,22544.0
52,6,2015,18650.0
52,6,2015,24263.0
52,6,2015,309897.0
52,6,2015,33965.0
52,6,2015,37355.0
52,6,2015,72093.0
52,6,2015,16639.0
52,6,2015,9881.0
52,6,2015,302524.0
52,6,2015,33268.0
52,6,2015,40083.0
52,6,2015,60555.0
52,6,2015,15523.0
52,6,2015,254768.0
52,6,2015,10341.0
52,6,2015,212608.0
52,6,2015,29690.0
52,6,2015,17638.0
52,6,2015,22780.0
52,6,2015,117370.0
52,6,2015,155289.0
52,6,2015,34891.0
52,6,2015,3052210.0
52,6,2015,15893.0
52,6,2015,30203.0
52,6,2015,67048.0
52,6,2015,34093.0
52,6,2015,53402.0
52,6,2015,90025.0
53,10,2015,3828831.0
54,6,2015,39082.76
54,6,2015,34545.98
54,6,2015,51856.26
54,6,2015,45005.64
54,6,2015,85584.16
54,6,2015,13862.84
54,6,2015,30948.49
54,6,2015,38772.79
54,6,2015,59411.22
54,6,2015,45102.67
54,6,2015,54130.89
54,6,2015,33156.06
54,6,2015,249113.82
54,4,2015,2149055.92
54,6,2015,77066.67
54,6,2015,38953.41
54,6,2015,78473.44
54,6,2015,47454.26
54,6,2015,54516.43
54,6,2015,23147.12
54,6,2015,80119.24
54,6,2015,26826.74
54,6,2015,28364.83
54,6,2015,63581.66
54,6,2015,36535.82
54,6,2015,20074.76
54,6,2015,28358.5
54,6,2015,38248.39
54,6,2015,30164.36
54,6,2015,31830.68
54,6,2015,60251.81
54,6,2015,31491.36
54,6,2015,89014.36
54,6,2015,40380.26
54,6,2015,64734.59
54,6,2015,13160.27
54,6,2015,20882.93
54,6,2015,33595.13
54,6,2015,34517.85
54,6,2015,57124.58
54,6,2015,92929.21
54,6,2015,50857.01
54,6,2015,35322.78
54,6,2015,20085.55
54,6,2015,21256.66
54,6,2015,296992.34
54,6,2015,40507.99
54,6,2015,43259.07
54,6,2015,55007.19
54,6,2015,21793.26
54,6,2015,98727.78
54,6,2015,56622.34
54,6,2015,18645.98
54,6,2015,46085.3
54,6,2015,46552.49
54,6,2015,50996.83
54,6,2015,36857.73
54,6,2015,100731.42
54,6,2015,28504.99
54,6,2015,88026.44
54,6,2015,34704.59
54,6,2015,51478.01
54,6,2015,37994.72
54,6,2015,43323.46
54,6,2015,58466.38
54,6,2015,9281.07
54,6,2015,62577.73
54,6,2015,13189.0
54,6,2015,30026.67
54,6,2015,35515.66
54,6,2015,36769.04
54,6,2015,35229.11
54,6,2015,64723.44
54,6,2015,30979.66
54,6,2015,75469.77
54,6,2015,188591.35
54,6,2015,47550.01
54,6,2015,31893.5
54,6,2015,90019.92
54,6,2015,64853.6
55,0,2015,57000.0
55,10,2015,109974.0
55,0,2015,30000.0
55,0,2015,49086.0
55,0,2015,33306.61
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,15000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,15000.0
55,0,2015,98278.0
55,0,2015,70000.0
55,0,2015,36000.0
55,0,2015,30000.0
55,0,2015,15000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,34727.13
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,30000.0
55,0,2015,150000.0
55,0,2015,93562.31
55,0,2015,1269499.27
55,5,2015,38070.03
55,6,2015,84056.59
55,12,2015,81553.54
55,19,2015,37909.65
55,22,2015,7964.21
55,22,2015,44918.16
55,28,2015,214147.5
0,5,2016,50000.0
0,6,2016,5672090.0
0,29,2016,20000.0
0,31,2016,20000.0
2,0,2016,631213.0
2,5,2016,80000.0
2,5,2016,133872.0
2,5,2016,40000.0
2,18,2016,25000.0
3,30,2016,1166672.11
3,30,2016,5866712.89
4,22,2016,25627.53
4,22,2016,2589317.69
4,22,2016,26586.17
4,22,2016,30884.49
4,22,2016,61209.39
4,22,2016,27542.26
4,22,2016,18934.21
4,22,2016,21010.13
4,22,2016,13659.01
4,22,2016,17288.85
4,22,2016,26972.46
4,22,2016,10063.95
4,22,2016,27978.78
4,22,2016,21719.13
4,22,2016,19151.82
4,22,2016,23088.69
4,22,2016,51817.03
4,22,2016,40148.73
4,22,2016,27940.45
4,22,2016,14551.31
4,22,2016,13015.35
4,22,2016,13499.26
4,22,2016,8004.54
4,22,2016,57497.78
4,22,2016,25325.13
4,22,2016,4971.02
4,22,2016,45213.35
4,22,2016,25233.12
4,22,2016,22614.69
4,22,2016,23484.12
4,22,2016,13089.55
4,22,2016,12191.78
4,22,2016,27639.06
4,22,2016,23826.97
4,22,2016,25281.82
4,22,2016,45387.37
4,22,2016,24351.63
4,22,2016,20527.34
4,22,2016,12627.67
4,22,2016,8151.9
4,22,2016,23975.13
4,22,2016,18895.52
4,22,2016,61845.89
4,22,2016,23408.35
4,22,2016,33918.4
4,22,2016,23336.11
4,22,2016,24827.21
4,22,2016,27082.52
4,22,2016,22162.53
4,22,2016,21821.22
4,22,2016,18257.81
4,22,2016,8149.71
4,22,2016,22011.87
4,22,2016,40269.16
4,22,2016,22727.29
4,22,2016,18857.15
4,22,2016,20134.24
4,22,2016,14964.95
4,22,2016,26183.3
4,22,2016,30040.65
4,22,2016,22142.1
4,22,2016,62126.2
4,22,2016,6194.17
4,22,2016,55427.96
4,22,2016,5167.7
4,22,2016,54009.82
4,22,2016,24964.2
4,22,2016,15897.23
4,22,2016,15735.7
4,22,2016,20460.7
4,22,2016,33278.99
4,22,2016,21911.29
4,22,2016,76895.15
4,22,2016,45265.94
4,22,2016,11339.84
4,22,2016,26698.47
5,9,2016,21074.0
5,4,2016,99063.0
5,6,2016,18623.0
5,10,2016,1200.0
5,18,2016,5180.0
5,4,2016,455793.0
5,0,2016,2800.0
5,4,2016,78950.0
5,5,2016,35723.0
5,10,2016,6760.0
5,33,2016,1000.0
5,4,2016,89184.0
5,18,2016,2047.0
5,4,2016,79869.0
5,18,2016,8500.0
5,22,2016,13350.0
5,22,2016,63817.0
5,31,2016,6000.0
5,5,2016,37819.0
5,5,2016,96655.0
5,4,2016,78454.0
5,18,2016,324362.0
5,0,2016,58665.0
5,5,2016,14065.0
5,10,2016,26017.0
5,9,2016,163361.0
5,4,2016,326703.0
5,4,2016,44921.0
5,5,2016,5258.0
5,9,2016,3776.0
5,10,2016,26261.0
5,4,2016,152881.0
5,6,2016,163052.0
5,11,2016,2759.0
5,2,2016,33674.0
5,6,2016,43690.0
5,10,2016,100200.0
5,20,2016,14352.0
5,18,2016,58625.0
5,22,2016,48884.0
5,4,2016,54521.0
5,10,2016,849.0
5,10,2016,37980.0
5,18,2016,20475.0
5,22,2016,4819.0
5,22,2016,37416.0
5,4,2016,138467.0
5,10,2016,131657.0
5,4,2016,2227827.0
5,18,2016,143418.0
5,10,2016,177382.0
5,6,2016,128691.0
5,4,2016,136713.0
5,4,2016,180209.0
5,4,2016,126950.0
5,4,2016,128048.0
5,6,2016,213252.0
5,6,2016,145370.0
5,4,2016,777980.0
5,0,2016,201643.0
5,4,2016,102667.0
5,4,2016,26391.0
5,10,2016,8500.0
5,27,2016,603885.0
5,22,2016,430140.0
5,4,2016,137103.0
5,0,2016,27927.0
5,4,2016,127111.0
5,5,2016,13227.0
5,6,2016,96057.0
5,9,2016,17125.0
5,10,2016,215633.0
5,20,2016,30334.0
5,18,2016,33218.0
5,4,2016,725190.0
5,5,2016,37895.0
5,6,2016,31458.0
5,6,2016,300420.0
5,0,2016,13713.0
5,4,2016,1539.0
5,6,2016,259010.0
5,0,2016,5421.0
5,5,2016,15683.0
5,6,2016,7500.0
5,6,2016,12482.0
5,10,2016,113936.0
5,18,2016,4469.0
5,4,2016,281235.0
5,4,2016,215789.0
5,9,2016,501750.0
5,6,2016,170408.0
5,4,2016,148534.0
5,5,2016,13532.0
5,4,2016,125644.0
5,4,2016,134360.0
5,0,2016,27920.0
5,6,2016,11000.0
5,6,2016,9984.0
5,10,2016,25000.0
5,10,2016,22798.0
5,10,2016,66323.0
5,10,2016,21405.0
5,10,2016,8405.0
5,10,2016,14876.0
5,10,2016,4489.0
5,18,2016,1910.0
5,0,2016,11397.0
5,4,2016,216551.0
5,10,2016,235425.0
5,22,2016,57805.0
5,6,2016,138344.0
5,9,2016,127815.0
5,4,2016,220881.0
5,4,2016,100470.0
5,6,2016,2000.0
5,18,2016,15000.0
5,22,2016,18802.0
5,0,2016,15046.0
5,4,2016,97927.0
5,5,2016,9615.0
5,18,2016,17147.0
5,22,2016,161198.0
5,4,2016,168438.0
5,4,2016,140367.0
5,10,2016,13113306.0
8,18,2016,3057164.24
8,6,2016,1844.76
10,6,2016,82902.0
10,6,2016,43513.0
10,6,2016,82037.0
10,6,2016,45969.0
10,6,2016,144360.0
10,6,2016,342206.0
10,6,2016,43682.0
10,6,2016,80187.0
10,6,2016,75364.0
10,6,2016,71337.0
10,6,2016,104649.0
10,6,2016,52227.0
10,6,2016,57280.0
10,6,2016,54729.0
10,6,2016,201604.0
10,6,2016,106011.0
10,6,2016,66285.0
10,6,2016,53538.0
10,6,2016,50628.0
10,6,2016,43108.0
10,6,2016,42416.0
10,6,2016,54766.0
10,6,2016,43734.0
10,6,2016,46240.0
10,6,2016,47092.0
10,6,2016,78994.0
10,6,2016,58523.0
10,6,2016,258781.0
10,6,2016,41142.0
10,6,2016,77343.0
10,6,2016,49852.0
10,6,2016,54777.0
10,6,2016,41922.0
10,6,2016,90513.0
10,6,2016,149604.0
10,6,2016,87141.0
10,6,2016,59031.0
10,6,2016,40080.0
10,6,2016,44125.0
10,6,2016,114806.0
10,6,2016,95710.0
10,6,2016,77380.0
10,6,2016,443188.0
10,6,2016,66592.0
10,6,2016,64003.0
10,6,2016,84734.0
10,6,2016,46480.0
10,6,2016,229795.0
10,6,2016,84379.0
10,6,2016,265702.0
10,6,2016,131706.0
10,6,2016,219161.0
10,6,2016,147141.0
10,6,2016,56972.0
10,6,2016,76353.0
10,6,2016,121385.0
10,6,2016,112361.0
10,6,2016,83687.0
10,6,2016,95573.0
10,6,2016,53518.0
10,6,2016,48526.0
10,6,2016,55349.0
10,6,2016,43262.0
10,6,2016,138548.0
10,6,2016,56287.0
10,6,2016,61215.0
10,6,2016,43570.0
10,0,2016,9067612.0
10,20,2016,360000.0
12,0,2016,979453.0
13,4,2016,375000.0
13,4,2016,200000.0
13,4,2016,70987.0
13,30,2016,100000.0
13,4,2016,2803295.0
15,4,2016,34440.22
15,4,2016,3986.96
15,4,2016,85208.19
15,4,2016,1634.64
15,4,2016,27651.55
15,4,2016,26853.37
15,4,2016,4419.11
15,4,2016,23602.55
15,4,2016,19836.29
15,4,2016,4537.64
15,4,2016,78444.65
15,4,2016,617301.19
15,4,2016,8163.89
15,4,2016,16588.88
15,4,2016,16633.94
15,4,2016,13739.68
15,4,2016,27850.54
15,4,2016,15433.2
15,4,2016,742671.42
15,4,2016,4869.86
15,4,2016,5711.67
15,4,2016,40705.46
15,4,2016,33794.35
15,4,2016,20256.81
15,4,2016,19886.51
15,4,2016,13298.63
15,4,2016,275378.79
15,4,2016,19916.31
15,4,2016,20978.54
15,4,2016,18740.64
15,4,2016,22174.11
15,4,2016,19620.14
15,4,2016,41004.28
15,4,2016,6166.22
15,4,2016,22255.07
15,4,2016,6629.22
15,4,2016,7249.9
15,4,2016,28494.89
15,4,2016,20702.88
15,4,2016,15907.06
15,4,2016,13039.35
15,4,2016,32256.5
15,4,2016,12570.66
15,4,2016,5169.61
15,4,2016,16950.79
15,4,2016,15674.78
15,4,2016,18055.13
15,4,2016,5883018.41
15,4,2016,13982.85
15,4,2016,24626.24
15,4,2016,5492.66
15,4,2016,14217.52
15,4,2016,5866.11
15,4,2016,12000.58
15,4,2016,8811.5
15,4,2016,20202.47
15,4,2016,112572.83
15,4,2016,54960.01
15,4,2016,51173.16
15,4,2016,29620.53
15,4,2016,185934.18
15,4,2016,55130.13
15,4,2016,20354.23
15,4,2016,26097.91
15,4,2016,13262.48
15,4,2016,25179.6
15,4,2016,53999.74
15,4,2016,26491.45
15,4,2016,92299.06
15,4,2016,14513.84
15,4,2016,10714.95
15,4,2016,13023.77
15,4,2016,9173.29
15,4,2016,16758.04
15,4,2016,10535.52
15,4,2016,124916.22
15,4,2016,51835.35
15,4,2016,18875.66
15,4,2016,20211.31
15,4,2016,16433.79
15,4,2016,26129.5
15,4,2016,25107.6
15,4,2016,27057.18
15,4,2016,19642.53
15,4,2016,19796.88
15,4,2016,65052.26
15,4,2016,33486.49
15,4,2016,38880.65
15,4,2016,55518.05
15,4,2016,39930.11
15,4,2016,16869.53
15,4,2016,12891.8
15,4,2016,12573.17
15,4,2016,9081.94
15,4,2016,4695.74
15,4,2016,16476.23
15,4,2016,16723.4
15,4,2016,7543.03
15,4,2016,39285.45
15,4,2016,50597.1
15,4,2016,10750.21
15,4,2016,23248.32
15,4,2016,85052.72
15,4,2016,4501.42
15,4,2016,16002.62
15,4,2016,95263.33
15,4,2016,4052.51
15,4,2016,31414.06
15,4,2016,57897.19
15,4,2016,34634.8
15,4,2016,8230.75
15,4,2016,43561.32
15,4,2016,9966.89
15,4,2016,19595.95
15,4,2016,6719.71
15,4,2016,7613.8
15,4,2016,35277.72
15,4,2016,180472.92
15,4,2016,35255.03
15,4,2016,65327.84
15,4,2016,26844.79
16,10,2016,17760.0
16,10,2016,10000.0
16,10,2016,10000.0
16,10,2016,14000.0
16,18,2016,7851.04
16,33,2016,955.0
16,22,2016,22370.0
16,10,2016,9973.6
16,22,2016,69022.5
16,2,2016,9766.36
16,10,2016,41093.0
16,10,2016,35000.0
16,10,2016,14000.0
16,22,2016,7254.19
16,18,2016,9960.0
16,5,2016,50034.0
16,10,2016,6298.25
16,10,2016,7500.0
16,10,2016,3256.19
16,10,2016,8361.0
16,10,2016,3214.08
16,10,2016,8400.0
16,10,2016,6248.5
16,10,2016,10000.0
16,10,2016,5520.0
16,10,2016,4910.0
16,10,2016,2412.96
16,10,2016,14000.0
16,10,2016,15794.02
16,10,2016,19015.0
16,10,2016,4485.0
16,22,2016,3700.0
16,10,2016,21782.0
16,18,2016,10000.0
16,10,2016,16899.0
16,10,2016,8650.0
16,10,2016,9200.0
16,22,2016,9999.9
16,10,2016,27031.14
16,10,2016,10000.0
16,10,2016,208756.19
16,18,2016,166673.76
16,4,2016,1304212.2
16,5,2016,145044.83
16,6,2016,7500.0
16,10,2016,2700000.0
16,10,2016,414216.24
16,10,2016,93551.0
16,10,2016,14800.0
16,11,2016,6000.0
16,11,2016,250824.92
16,26,2016,10000.0
16,21,2016,13000.0
16,22,2016,25000.0
16,29,2016,36528.12
16,6,2016,65000.0
16,10,2016,55000.0
16,10,2016,14000.0
16,10,2016,15480.0
16,18,2016,9978.51
16,10,2016,5000.0
16,22,2016,9747.98
16,10,2016,22500.0
16,10,2016,6906.7
16,10,2016,14000.0
16,22,2016,7264.92
16,10,2016,12765.0
16,10,2016,29896.0
16,10,2016,4725.0
16,10,2016,9000.0
16,10,2016,30500.0
16,10,2016,18448.21
16,10,2016,10000.0
16,10,2016,7280.0
16,10,2016,21000.0
16,10,2016,9904.25
16,10,2016,8000.0
16,10,2016,15000.0
16,10,2016,2000.0
16,10,2016,9352.0
16,10,2016,4815.0
16,8,2016,9280.0
16,10,2016,40000.0
16,10,2016,7565.0
16,10,2016,21400.0
16,22,2016,4240.0
16,10,2016,3800.0
16,10,2016,2013.92
16,10,2016,13678.98
16,31,2016,7646.26
16,10,2016,8073.69
16,10,2016,12150.0
16,22,2016,5414.24
16,10,2016,4000.0
16,10,2016,3999.0
16,10,2016,1830.0
16,10,2016,11840.74
16,22,2016,9187.45
16,10,2016,14399.0
16,10,2016,9000.0
16,22,2016,9999.0
16,10,2016,27774.0
16,22,2016,2963.31
16,10,2016,54606.0
16,10,2016,9735.0
16,10,2016,7033.24
16,10,2016,8000.0
16,10,2016,8850.0
16,10,2016,50000.0
16,10,2016,2196.0
16,10,2016,4019.0
16,22,2016,4090.0
16,10,2016,16160.0
16,10,2016,60000.0
16,10,2016,10573.0
16,22,2016,8656.41
16,10,2016,14163.87
16,10,2016,19696.0
16,10,2016,6213.97
16,31,2016,5211.36
17,4,2016,2204048.0
17,4,2016,2437827.0
18,4,2016,1587581.0
18,4,2016,2917254.0
19,10,2016,5481960.0
20,4,2016,29098.0
20,6,2016,27022.0
20,0,2016,3892.91
20,4,2016,4098.66
20,10,2016,25420.43
20,4,2016,26838.0
20,0,2016,28301.0
20,5,2016,27537.0
20,7,2016,249.99
20,0,2016,26126.0
20,0,2016,34178.0
20,4,2016,47504.94
20,4,2016,42624.0
20,0,2016,25292.9
20,6,2016,25537.0
20,4,2016,3557.38
20,6,2016,23155.49
20,6,2016,1597.9
20,4,2016,26349.0
20,4,2016,25937.94
20,4,2016,27091.0
20,0,2016,59535.0
20,4,2016,25609.0
20,0,2016,26590.0
20,4,2016,27665.95
20,0,2016,26629.0
20,10,2016,25747.48
20,4,2016,12923.05
20,6,2016,17822.95
20,4,2016,12231.68
20,4,2016,1927.74
20,5,2016,11759.0
20,4,2016,23044.24
20,4,2016,21969.08
20,6,2016,5157.0
20,2,2016,4275.0
20,2,2016,16790.0
20,10,2016,6693.56
20,8,2016,3721.0
20,22,2016,27452.75
20,6,2016,42385.0
20,22,2016,32557.0
20,6,2016,26168.0
20,4,2016,28667.0
20,4,2016,35045.0
20,0,2016,277476.86
20,1,2016,2918266.23
20,1,2016,4500.0
20,5,2016,37437.66
20,6,2016,12363.92
20,6,2016,1753.71
20,10,2016,29754.19
20,22,2016,392935.49
20,22,2016,7388.41
20,4,2016,25948.73
20,10,2016,27195.0
20,4,2016,28104.0
20,10,2016,50416.72
20,4,2016,39560.99
20,6,2016,26808.0
20,4,2016,23921.03
20,10,2016,693.0
20,11,2016,1239.96
